Assembly Accession	Organism Name	Organism Taxonomic ID	Assembly BioProject Accession	Assembly BioSample Accession	Assembly Name	Organism Infraspecific Names Strain	Assembly BioSample Strain 	Assembly Sequencing Tech	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Genome Coverage	Assembly BioSample Project name  	Run Accession	Instrument Platform	CheckM completeness	CheckM contamination	CheckM completeness percentile
GCF_001669145.2	Acinetobacter baumannii	470	PRJNA271775	SAMN05238672	ASM166914v2	ABUH793	ABUH793	ONT	4	4107868	200.0		SRR10173103	OXFORD_NANOPORE	99.39	0.17	28.860949
GCF_001674475.2	Acinetobacter baumannii	470	PRJNA271775	SAMN05238628	ASM167447v2	ABUH763	ABUH763	ONT	3	4014469	200.0		SRR10173076	OXFORD_NANOPORE	99.58	0.17	43.196293
GCF_001674505.2	Acinetobacter baumannii	470	PRJNA271775	SAMN05238571	ASM167450v2	ABUH796	ABUH796	ONT	2	3943749	200.0		SRR10173078	OXFORD_NANOPORE	99.61	0.17	51.617172
GCF_001895985.1	Acinetobacter baumannii	470	PRJNA271775	SAMN06077192	ASM189598v1	AF-673	AF-673	PacBio	2	4093104	10.6		SRR5093533	PACBIO_SMRT	99.16	0.17	20.324263
GCF_001896005.1	Acinetobacter baumannii	470	PRJNA271775	SAMN06077191	ASM189600v1	AF-401	AF-401	PacBio	2	4267631	13.7		SRR5093499	PACBIO_SMRT	99.36	1.32	27.793861
GCF_002210065.1	Acinetobacter baumannii	470	PRJNA269083	SAMN07125723	ASM221006v1	A85	A85	Illumina;PacBio	6	4144615	369.0		SRR8181874	PACBIO_SMRT	99.61	0.25	51.617172
GCF_002741415.1	Acinetobacter baumannii	470	PRJNA269083	SAMN07736509	ASM274141v1	A388	A388	Illumina;ONT	2	4032048	250.0		SRR9821831	OXFORD_NANOPORE	99.27	0.25	25.560427
GCF_002761575.1	Acinetobacter baumannii	470	PRJNA396979	SAMN07445112	ASM276157v1	AYP-A2	AYP-A2	Illumina;ONT	2	4102702	199.7		SRR5891496	OXFORD_NANOPORE	99.58	0.17	43.196293
GCF_002902885.1	Acinetobacter baumannii	470	PRJNA430813	SAMN06040401	ASM290288v1	ABNIH28	ABNIH28	PacBio	5	4078838	221.0		SRR6513919	PACBIO_SMRT	98.64	1.58	9.885019
GCF_002947415.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014897	ASM294741v1	AR_0056	AR_0056	PacBio	4	4188385	150.0		SRR6703120	PACBIO_SMRT	99.15	0.17	19.596327
GCF_002947415.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014897	ASM294741v1	AR_0056	AR_0056	PacBio	4	4188385	150.0		SRR6799416	PACBIO_SMRT	99.15	0.17	19.596327
GCF_002947845.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014904	ASM294784v1	AR_0063	AR_0063	PacBio	2	4101751	296.0		SRR6703158	PACBIO_SMRT	98.45	0.66	8.032095
GCF_002947845.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014904	ASM294784v1	AR_0063	AR_0063	PacBio	2	4101751	296.0		SRR6703157	PACBIO_SMRT	98.45	0.66	8.032095
GCF_002948925.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014919	ASM294892v1	AR_0078	AR_0078	PacBio	1	3871930	155.0		SRR6703494	PACBIO_SMRT	99.49	0.17	33.96476
GCF_002996805.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014924	ASM299680v1	AR_0083	AR_0083	PacBio	2	4158175	220.0		SRR6818604	PACBIO_SMRT	99.61	1.31	51.617172
GCF_003006035.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014929	ASM300603v1	AR_0088	AR_0088	PacBio	3	4228300	209.0		SRR6818605	PACBIO_SMRT	99.58	0.56	43.196293
GCF_003010655.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014943	ASM301065v1	AR_0102	AR_0102	PacBio	3	4060325	404.0		SRR6818823	PACBIO_SMRT	99.94	0.17	98.80884
GCF_003010655.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014943	ASM301065v1	AR_0102	AR_0102	PacBio	3	4060325	404.0		SRR6818824	PACBIO_SMRT	99.94	0.17	98.80884
GCF_003010675.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014942	ASM301067v1	AR_0101	AR_0101	PacBio	2	4249922	253.0		SRR6818794	PACBIO_SMRT	99.54	2.33	41.10348
GCF_003010675.1	Acinetobacter baumannii	470	PRJNA292904	SAMN04014942	ASM301067v1	AR_0101	AR_0101	PacBio	2	4249922	253.0		SRR6818793	PACBIO_SMRT	99.54	2.33	41.10348
GCF_003431865.1	Acinetobacter baumannii	470	PRJNA316321	SAMN04014911	ASM343186v1	AR_0070		Illumina;PacBio	5	4317303	22.2		SRR6799411	PACBIO_SMRT	99.28	0.73	25.85822
GCF_003431865.1	Acinetobacter baumannii	470	PRJNA316321	SAMN04014911	ASM343186v1	AR_0070		Illumina;PacBio	5	4317303	22.2		SRR6799410	PACBIO_SMRT	99.28	0.73	25.85822
GCF_003547115.1	Acinetobacter baumannii	470	PRJNA316321	SAMN04014893	ASM354711v1	AR_0052		Illumina;PacBio	5	4288917	14.1		SRR6807654	PACBIO_SMRT	98.61	0.73	9.71958
GCF_003547115.1	Acinetobacter baumannii	470	PRJNA316321	SAMN04014893	ASM354711v1	AR_0052		Illumina;PacBio	5	4288917	14.1		SRR6807655	PACBIO_SMRT	98.61	0.73	9.71958
GCF_003812385.1	Acinetobacter baumannii	470	PRJNA231221	SAMN10163228	ASM381238v1	FDAARGOS_533	FDAARGOS_533	Illumina;PacBio	3	3885397	26.6		SRR8180476	PACBIO_SMRT	98.95	1.43	14.409794
GCF_003948085.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261613	ASM394808v2	TG31986	TG31986	Illumina;ONT	2	4104916	115.0		SRR8885330	OXFORD_NANOPORE	99.52	0.17	39.490444
GCF_003948455.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261589	ASM394845v2	TG22653	TG22653	Illumina;ONT	2	4018858	85.0		SRR8885333	OXFORD_NANOPORE	99.94	0.17	98.80884
GCF_003948535.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261584	ASM394853v2	TG22627	TG22627	Illumina;ONT	2	3921030	95.0		SRR8885336	OXFORD_NANOPORE	99.94	0.17	98.80884
GCF_003949115.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261535	ASM394911v2	TG31302	TG31302	Illumina;ONT	2	4099363	125.0		SRR8885331	OXFORD_NANOPORE	99.52	0.17	39.490444
GCF_003949595.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261544	ASM394959v2	TG22182	TG22182	Illumina;ONT	3	4052320	100.0		SRR8885335	OXFORD_NANOPORE	99.94	0.17	98.80884
GCF_003949725.2	Acinetobacter baumannii	470	PRJNA497581	SAMN10261537	ASM394972v2	TG29392	TG29392	Illumina;ONT	4	4113446	125.0		SRR8885334	OXFORD_NANOPORE	99.52	0.17	39.490444
GCF_007107525.1	Acinetobacter baumannii	470	PRJNA472828	SAMN12158047	ASM710752v1	J9	J9	Illumina;ONT	4	3960760	150.0		SRR9650573	OXFORD_NANOPORE	99.74	0.27	57.126312
GCF_007221455.1	Acinetobacter baumannii	470	PRJNA503905	SAMN12045486	ASM722145v1	A320 (RUH134)	A320 (RUH134)	Illumina;PacBio	1	3896541	494.0		SRR9313687	PACBIO_SMRT	99.84	0.17	77.03697
GCF_008033255.2	Acinetobacter baumannii	470	PRJNA557366	SAMN12399660	ASM803325v2	ATCC BAA-1790	ATCC BAA-1790	PacBio	3	4041213	100.0		SRR10112456	PACBIO_SMRT	99.04	1.17	15.43552
GCF_008033255.2	Acinetobacter baumannii	470	PRJNA557366	SAMN12399660	ASM803325v2	ATCC BAA-1790	ATCC BAA-1790	PacBio	3	4041213	100.0		SRR10112460	PACBIO_SMRT	99.04	1.17	15.43552
GCF_008033255.2	Acinetobacter baumannii	470	PRJNA557366	SAMN12399660	ASM803325v2	ATCC BAA-1790	ATCC BAA-1790	PacBio	3	4041213	100.0		SRR10112461	PACBIO_SMRT	99.04	1.17	15.43552
GCF_008124045.1	Acinetobacter baumannii	470	PRJNA560883	SAMN12603273	ASM812404v1	PG20180064	PG20180064	ONT	1	3843574	103.0		SRR10013747	OXFORD_NANOPORE	99.94	1.36	98.80884
GCF_008632635.1	Acinetobacter baumannii	470	PRJNA565663	SAMN12769618	ASM863263v1	K09-14	K09-14	Illumina;ONT	2	3980230	568.0		SRR11176972	OXFORD_NANOPORE	99.94	0.95	98.80884
GCF_009740145.1	Acinetobacter baumannii	470	PRJNA593376	SAMN13476302	ASM974014v1	XL380	XL380	Illumina;PacBio	2	3919248	100.0		SRR16178825	PACBIO_SMRT	99.86	0.25	79.84118
GCF_009759685.1	Acinetobacter baumannii	470	PRJNA577968	SAMN13045090	ASM975968v1	ATCC 19606	ATCC 19606	PacBio	2	3990388	170.0		SRR10295884	PACBIO_SMRT	99.19	0.06	21.416164
GCF_013305465.1	Acinetobacter baumannii	470	PRJNA631347	SAMN14859482	ASM1330546v1	MS14413	MS14413	PacBio	1	4082498	219.0		SRR11907265	PACBIO_SMRT	99.05	1.76	15.625775
GCF_014322245.1	Acinetobacter baumannii	470	PRJNA602169	SAMN13884837	ASM1432224v1	DETAB-P2	DETAB-P2	Illumina;ONT	4	4105826	200.0		SRR14868891	OXFORD_NANOPORE	99.36	0.81	27.793861
GCF_014672735.1	Acinetobacter baumannii	470	PRJNA645521	SAMN15507634	ASM1467273v1	A118	A118	PacBio	1	3750370	163.0		SRR12200486	PACBIO_SMRT	99.84	0.22	77.03697
GCF_014672755.1	Acinetobacter baumannii	470	PRJNA645521	SAMN15507635	ASM1467275v1	ATCC 19606	ATCC 19606	PacBio	1	3980852	217.3		SRR12200485	PACBIO_SMRT	99.51	0.06	36.97576
GCF_014672775.1	Acinetobacter baumannii	470	PRJNA645521	SAMN15507625	ASM1467277v1	ATCC 17978	ATCC 17978	PacBio	2	4023111	399.2		SRR12200487	PACBIO_SMRT	97.98	0.67	5.5174127
GCF_014705785.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12413929	ASM1470578v1	CFSAN093709	CFSAN093709	PacBio	2	4151591	327.0	GenomeTrakr	SRR11318036	PACBIO_SMRT	99.58	0.17	43.196293
GCF_014705785.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12413929	ASM1470578v1	CFSAN093709	CFSAN093709	PacBio	2	4151591	327.0	GenomeTrakr	SRR9860704	PACBIO_SMRT	99.58	0.17	43.196293
GCF_014705805.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391854	ASM1470580v1	CFSAN093710	CFSAN093710	PacBio	3	4179318	945.0	GenomeTrakr	SRR9855891	PACBIO_SMRT	99.61	0.17	51.617172
GCF_014705825.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391537	ASM1470582v1	CFSAN093705	CFSAN093705	PacBio	2	4045800	248.0	GenomeTrakr	SRR9855331	PACBIO_SMRT	99.06	0.17	15.733312
GCF_014705825.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391537	ASM1470582v1	CFSAN093705	CFSAN093705	PacBio	2	4045800	248.0	GenomeTrakr	SRR11318037	PACBIO_SMRT	99.06	0.17	15.733312
GCF_014705845.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391535	ASM1470584v1	CFSAN093706	CFSAN093706	PacBio	2	4095679	293.0	GenomeTrakr	SRR9855330	PACBIO_SMRT	99.61	0.17	51.617172
GCF_014705845.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391535	ASM1470584v1	CFSAN093706	CFSAN093706	PacBio	2	4095679	293.0	GenomeTrakr	SRR11318038	PACBIO_SMRT	99.61	0.17	51.617172
GCF_014705865.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391534	ASM1470586v1	CFSAN093707	CFSAN093707	PacBio	2	4049006	307.0	GenomeTrakr	SRR9855329	PACBIO_SMRT	99.61	0.17	51.617172
GCF_014705885.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391536	ASM1470588v1	CFSAN093708	CFSAN093708	PacBio	2	4148158	326.0	GenomeTrakr	SRR11317958	PACBIO_SMRT	99.57	0.17	42.749607
GCF_014705885.1	Acinetobacter baumannii	470	PRJNA300270	SAMN12391536	ASM1470588v1	CFSAN093708	CFSAN093708	PacBio	2	4148158	326.0	GenomeTrakr	SRR9855333	PACBIO_SMRT	99.57	0.17	42.749607
GCF_015910475.1	Acinetobacter baumannii	470	PRJNA437968	SAMN08687991	ASM1591047v1	ATCC 17961	ATCC 17961	Illumina;ONT	3	4032448	188.0		SRR12937579	OXFORD_NANOPORE	99.86	0.25	79.84118
GCF_016127515.1	Acinetobacter baumannii	470	PRJNA231221	SAMN16357205	ASM1612751v1	FDAARGOS_1036	FDAARGOS_1036	Illumina;PacBio	2	4050392	1314.9		SRR12825853	PACBIO_SMRT	98.94	0.25	14.202994
GCF_016903135.1	Acinetobacter baumannii	470	PRJNA231221	SAMN16357502	ASM1690313v1	FDAARGOS_1360	FDAARGOS_1360	Illumina;PacBio	3	4070121	940.4		SRR13674447	PACBIO_SMRT	99.7	0.17	55.091404
GCF_016903215.1	Acinetobacter baumannii	470	PRJNA231221	SAMN16357501	ASM1690321v1	FDAARGOS_1359	FDAARGOS_1359	Illumina;PacBio	2	3898281	829.5		SRR13674444	PACBIO_SMRT	99.61	0.25	51.617172
GCF_016919505.2	Acinetobacter baumannii	470	PRJNA701627	SAMN17898087	ASM1691950v2	AB5075-VUB	AB5075-VUB	Illumina;ONT	4	4095694	400.0		SRR13700038	OXFORD_NANOPORE	99.52	0.17	39.490444
GCF_016919525.1	Acinetobacter baumannii	470	PRJNA701627	SAMN17898088	ASM1691952v2	AB5075-VUB-itrA::ISAba13	AB5075-VUB-itrA::ISAba13	Illumina;ONT	4	4114919	400.0		SRR13700036	OXFORD_NANOPORE	99.41	0.17	29.812225
GCF_017753625.1	Acinetobacter baumannii	470	PRJNA716893	SAMN18498586	ASM1775362v1	DETAB-E227	DETAB-E227	Illumina;ONT	4	3966915	150.0		SRR14868889	OXFORD_NANOPORE	99.54	0.29	41.10348
GCF_018135585.1	Acinetobacter baumannii	470	PRJNA716893	SAMN18498587	ASM1813558v1	DETAB-P39	DETAB-P39	Illumina;ONT	2	3968176	150.0		SRR18038245	OXFORD_NANOPORE	99.86	0.93	79.84118
GCF_018604365.1	Acinetobacter baumannii	470	PRJNA607827	SAMN18202092	ASM1860436v1	Cl415	Cl415	Illumina;ONT	3	3976267	100.0		SRR14534401	OXFORD_NANOPORE	99.23	0.25	22.814129
GCF_018808925.1	Acinetobacter baumannii	470	PRJNA602058	SAMN13874777	ASM1880892v1	D4	D4	Illumina;ONT	3	4308668	100.0		SRR12805409	OXFORD_NANOPORE	99.3	1.52	26.230457
GCF_018831125.1	Acinetobacter baumannii	470	PRJNA602058	SAMN13874778	ASM1883112v1	D46	D46	Illumina;ONT	5	4324770	100.0		SRR15182794	OXFORD_NANOPORE	99.75	0.56	58.90479
GCF_018831465.1	Acinetobacter baumannii	470	PRJNA607827	SAMN14149266	ASM1883146v1	Ax270	Ax270	Illumina;ONT	1	3764882	100.0		SRR15275366	OXFORD_NANOPORE	99.61	0.25	51.617172
GCF_018831485.1	Acinetobacter baumannii	470	PRJNA607827	SAMN14149265	ASM1883148v1	Ex003	Ex003	Illumina;ONT	2	3947076	100.0		SRR15275368	OXFORD_NANOPORE	99.61	2.53	51.617172
GCF_019458485.1	Acinetobacter baumannii	470	PRJNA742487	SAMN19955388	ASM1945848v1	MRSN 56	MRSN 56	Illumina;ONT	5	4053664	60.0		SRR14998417	OXFORD_NANOPORE	99.57	0.25	42.749607
GCF_019703285.1	Acinetobacter baumannii	470	PRJDB11827	SAMD00330123	ASM1970328v1	OCU Ac18	OCU Ac18	Illumina;ONT	12	4071981	100.0	Comparison of clinical isolates sequences .	DRR301936	OXFORD_NANOPORE	98.11	4.18	6.046819
GCF_019903155.1	Acinetobacter baumannii	470	PRJNA607827	SAMN15646564	ASM1990315v1	E-011922	E-011922	Illumina;ONT	4	4106662	100.0		SRR12328711	OXFORD_NANOPORE	98.78	0.54	11.076185
GCF_019903175.1	Acinetobacter baumannii	470	PRJNA607827	SAMN15646563	ASM1990317v1	10_4	10_4	Illumina;ONT	1	3816508	100.0		SRR12328712	OXFORD_NANOPORE	99.94	0.51	98.80884
GCF_019903195.1	Acinetobacter baumannii	470	PRJNA607827	SAMN15646562	ASM1990319v1	10_3	10_3	Illumina;ONT	1	3810320	100.0		SRR12328713	OXFORD_NANOPORE	99.94	0.51	98.80884
GCF_019903215.1	Acinetobacter baumannii	470	PRJNA607827	SAMN15646561	ASM1990321v1	B9	B9	Illumina;ONT	1	3776716	100.0		SRR12328714	OXFORD_NANOPORE	99.61	0.17	51.617172
GCF_020132105.1	Acinetobacter baumannii	470	PRJNA607827	SAMN21240079	ASM2013210v1	Cl300	Cl300	Illumina;ONT	2	4016584	100.0		SRR15725577	OXFORD_NANOPORE	99.52	0.91	39.490444
GCF_020810655.1	Acinetobacter baumannii	470	PRJNA472828	SAMN14226727	ASM2081065v1	RCH52	RCH52	Illumina;ONT	3	4041708	100.0		SRR16953731	OXFORD_NANOPORE	99.61	0.7	51.617172
GCF_020985285.1	Acinetobacter baumannii	470	PRJNA781087	SAMN23235066	ASM2098528v1	SHOU-Ab01	SHOU-Ab01	Illumina;PacBio	3	3906303	272.0		SRR18933346	PACBIO_SMRT	98.43	0.82	7.8170238
GCF_021484905.1	Acinetobacter baumannii	470	PRJNA742487	SAMN23416908	ASM2148490v1	MRSN 58	MRSN 58	Illumina;ONT	1	4264976	88.0		SRR17023783	OXFORD_NANOPORE	98.81	0.25	11.398792
GCF_021609965.1	Acinetobacter baumannii	470	PRJNA742487	SAMN23416895	ASM2160996v1	MRSN57	MRSN57	Illumina;ONT	1	4125503	44.0		SRR17023754	OXFORD_NANOPORE	99.57	0.25	42.749607
GCF_022107375.1	Acinetobacter baumannii	470	PRJNA812595	SAMN25755497	ASM2210737v2	2022CK-00063	2022CK-00063	Illumina;ONT	2	3997151	22.0		SRR22756112	OXFORD_NANOPORE	99.29	1.27	25.998842
GCF_022459055.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131651	ASM2245905v1	AB180-VUB	AB180-VUB	ONT	1	3918856	200.0		SRR17842156	OXFORD_NANOPORE	99.78	0.25	62.767807
GCF_022459075.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131650	ASM2245907v1	AB179-VUB	AB179-VUB	ONT	1	3638126	200.0		SRR17842157	OXFORD_NANOPORE	98.75	0.17	10.852841
GCF_022459095.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131649	ASM2245909v1	AB177-VUB	AB177-VUB	ONT	1	4014141	200.0		SRR17842158	OXFORD_NANOPORE	99.22	0.91	22.541153
GCF_022459115.2	Acinetobacter baumannii	470	PRJNA798866	SAMN25131648	ASM2245911v2	AB176-VUB	AB176-VUB	ONT	2	4043809	200.0		SRR17842159	OXFORD_NANOPORE	98.18	0.25	6.352883
GCF_022459135.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131647	ASM2245913v1	AB175-VUB	AB175-VUB	ONT	1	3897771	200.0		SRR17842160	OXFORD_NANOPORE	98.62	0.17	9.810572
GCF_022459155.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131646	ASM2245915v1	AB173-VUB	AB173-VUB	ONT	1	4118848	200.0		SRR17842161	OXFORD_NANOPORE	98.84	0.25	12.300439
GCF_022459175.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131645	ASM2245917v1	AB172-VUB	AB172-VUB	ONT	1	3996138	200.0		SRR17842162	OXFORD_NANOPORE	99.77	0.17	59.6989
GCF_022459295.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131644	ASM2245929v1	AB171-VUB	AB171-VUB	ONT	1	3974863	200.0		SRR17842163	OXFORD_NANOPORE	99.69	0.17	54.710896
GCF_022459415.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131643	ASM2245941v1	AB169-VUB	AB169-VUB	ONT	1	4106222	200.0		SRR17842164	OXFORD_NANOPORE	99.4	0.47	29.051203
GCF_022459595.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131642	ASM2245959v1	AB167-VUB	AB167-VUB	ONT	1	3976873	200.0		SRR17842165	OXFORD_NANOPORE	99.2	0.25	22.044834
GCF_022459755.2	Acinetobacter baumannii	470	PRJNA798866	SAMN25131641	ASM2245975v2	AB40-VUB	AB40-VUB	ONT	2	4030941	200.0		SRR17842122	OXFORD_NANOPORE	98.87	0.84	12.945653
GCF_022459875.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131640	ASM2245987v1	AB39-VUB	AB39-VUB	ONT	1	4021915	200.0		SRR17842123	OXFORD_NANOPORE	99.2	0.17	22.044834
GCF_022460015.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131639	ASM2246001v1	AB36-VUB	AB36-VUB	ONT	1	3991978	200.0		SRR17842124	OXFORD_NANOPORE	98.7	0.17	10.406155
GCF_022460155.2	Acinetobacter baumannii	470	PRJNA798866	SAMN25131638	ASM2246015v2	AB32-VUB	AB32-VUB	ONT	2	4041483	200.0		SRR17842125	OXFORD_NANOPORE	99.94	0.5	98.80884
GCF_022460295.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131637	ASM2246029v1	AB21-VUB	AB21-VUB	ONT	1	4058269	200.0		SRR17842126	OXFORD_NANOPORE	99.44	0.73	32.508892
GCF_022460435.2	Acinetobacter baumannii	470	PRJNA798866	SAMN25131636	ASM2246043v2	AB20-VUB	AB20-VUB	ONT	2	3962164	200.0		SRR17842133	OXFORD_NANOPORE	99.39	0.25	28.860949
GCF_022460575.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131635	ASM2246057v1	AB16-VUB	AB16-VUB	ONT	1	3995974	200.0		SRR17842144	OXFORD_NANOPORE	98.7	0.25	10.406155
GCF_022460745.2	Acinetobacter baumannii	470	PRJNA798866	SAMN25131634	ASM2246074v2	AB14-VUB	AB14-VUB	ONT	2	3856464	200.0		SRR17842155	OXFORD_NANOPORE	99.56	0.25	41.62462
GCF_022460875.2	Acinetobacter baumannii	470	PRJNA798866	SAMN25131633	ASM2246087v2	AB9-VUB	AB9-VUB	ONT	2	3827163	200.0		SRR17842166	OXFORD_NANOPORE	99.06	0.25	15.733312
GCF_022461025.2	Acinetobacter baumannii	470	PRJNA798866	SAMN25131632	ASM2246102v2	AB3-VUB	AB3-VUB	ONT	2	3847247	200.0		SRR17842167	OXFORD_NANOPORE	98.54	0.17	8.999917
GCF_022466815.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131677	ASM2246681v1	DSM30011-VUB	DSM30011-VUB	ONT	1	3996233	200.0		SRR17842127	OXFORD_NANOPORE	99.71	0.44	55.4471
GCF_022466975.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131676	ASM2246697v1	ATCC19606-VUB	ATCC19606-VUB	ONT	1	3980154	200.0		SRR17842128	OXFORD_NANOPORE	98.89	0.06	13.202085
GCF_022467135.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131675	ASM2246713v1	ATCC17978-VUB	ATCC17978-VUB	ONT	1	3901878	200.0		SRR17842129	OXFORD_NANOPORE	99.5	0.55	36.84341
GCF_022467255.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131674	ASM2246725v1	AB233-VUB	AB233-VUB	ONT	1	3871059	200.0		SRR17842130	OXFORD_NANOPORE	98.28	0.25	6.9153776
GCF_022467375.2	Acinetobacter baumannii	470	PRJNA798866	SAMN25131673	ASM2246737v2	AB232-VUB	AB232-VUB	ONT	2	3956480	200.0		SRR17842131	OXFORD_NANOPORE	99.2	0.25	22.044834
GCF_022467435.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131672	ASM2246743v1	AB231-VUB	AB231-VUB	ONT	1	3996446	200.0		SRR17842132	OXFORD_NANOPORE	98.98	0.34	14.550418
GCF_022467535.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131671	ASM2246753v1	AB229-VUB	AB229-VUB	ONT	1	3875531	200.0		SRR17842134	OXFORD_NANOPORE	98.55	0.25	9.107453
GCF_022467655.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131670	ASM2246765v1	AB227-VUB	AB227-VUB	ONT	1	3874353	200.0		SRR17842135	OXFORD_NANOPORE	99.56	0.25	41.62462
GCF_022467735.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131669	ASM2246773v1	AB226-VUB	AB226-VUB	ONT	1	4008883	200.0		SRR17842136	OXFORD_NANOPORE	99.74	0.25	57.126312
GCF_022467805.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131668	ASM2246780v1	AB224-VUB	AB224-VUB	ONT	1	4012438	200.0		SRR17842137	OXFORD_NANOPORE	98.66	0.47	10.108363
GCF_022467905.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131667	ASM2246790v1	AB222-VUB	AB222-VUB	ONT	1	3930310	200.0		SRR17842138	OXFORD_NANOPORE	98.85	0.17	12.548598
GCF_022467975.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131666	ASM2246797v1	AB220-VUB	AB220-VUB	ONT	1	3995387	200.0		SRR17842139	OXFORD_NANOPORE	99.23	0.17	22.814129
GCF_022468075.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131665	ASM2246807v1	AB219-VUB	AB219-VUB	ONT	1	3937922	200.0		SRR17842140	OXFORD_NANOPORE	99.9	0.53	83.638016
GCF_022468195.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131664	ASM2246819v1	AB217-VUB	AB217-VUB	ONT	1	4068658	200.0		SRR17842141	OXFORD_NANOPORE	99.83	0.25	75.994705
GCF_022468295.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131663	ASM2246829v1	AB216-VUB	AB216-VUB	ONT	1	3913930	200.0		SRR17842142	OXFORD_NANOPORE	99.9	0.53	83.638016
GCF_022468355.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131662	ASM2246835v1	AB214-VUB	AB214-VUB	ONT	1	3964332	200.0		SRR17842143	OXFORD_NANOPORE	99.79	0.25	63.82662
GCF_022468455.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131661	ASM2246845v1	AB213-VUB	AB213-VUB	ONT	1	3921587	200.0		SRR17842145	OXFORD_NANOPORE	99.25	0.34	23.169825
GCF_022468565.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131660	ASM2246856v1	AB212-VUB	AB212-VUB	ONT	1	3922329	200.0		SRR17842146	OXFORD_NANOPORE	99.61	0.17	51.617172
GCF_022468645.2	Acinetobacter baumannii	470	PRJNA798866	SAMN25131659	ASM2246864v2	AB194-VUB	AB194-VUB	ONT	2	3854993	200.0		SRR17842147	OXFORD_NANOPORE	99.06	0.17	15.733312
GCF_022468755.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131658	ASM2246875v1	AB193-VUB	AB193-VUB	ONT	1	3905527	200.0		SRR17842148	OXFORD_NANOPORE	99.16	0.25	20.324263
GCF_022468795.1	Acinetobacter baumannii	470	PRJNA798866	SAMN25131657	ASM2246879v1	AB189-VUB	AB189-VUB	ONT	1	3963068	200.0		SRR17842149	OXFORD_NANOPORE	99.14	0.17	19.40607
GCF_022468835.2	Acinetobacter baumannii	470	PRJNA798866	SAMN25131656	ASM2246883v2	AB188-VUB	AB188-VUB	ONT	2	3856643	200.0		SRR17842150	OXFORD_NANOPORE	99.39	0.25	28.860949
