Run Accession	Assembly Accession	Organism Name	Organism Taxonomic ID	Assembly BioProject Accession	Assembly BioSample Accession	Assembly Name	Organism Infraspecific Names Strain	Assembly BioSample Strain 	Assembly Sequencing Tech	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Genome Coverage	Assembly BioSample Project name  	Instrument Platform	CheckM completeness	CheckM contamination	CheckM completeness percentile	Assembly Release Date
SRR12825855	GCF_016127855.1	Actinomyces naeslundii	1655	PRJNA231221	SAMN16357206	ASM1612785v1	FDAARGOS_1037	FDAARGOS_1037	Illumina;PacBio	1	3152123	708.6		PACBIO_SMRT	98.15	1.94	97.36842	2020-12-20
DRR072240	GCF_002356195.1	Actinomyces sp. Chiba101	1851395	PRJDB5147	SAMD00059583	ASM235619v1	Chiba101	Chiba101	PacBio	1	2877864	130.0	Complete genome sequence of Actinomyces sp. Chiba101	PACBIO_SMRT	99.88	0.93	100.0	2017-02-01
SRR21630341	GCF_036044095.1	Actinomycetospora sp. NBC_00405	2975952	PRJNA747871	SAMN30553064	ASM3604409v1	NBC_00405	NBC_00405	ONT	1	6022264	63.0		OXFORD_NANOPORE	99.72	1.74	100.0	2024-01-25
DRR207928	GCF_011405655.1	Adlercreutzia hattorii	2707299	PRJDB9316	SAMD00204449	ASM1140565v1	8CFCBH1	8CFCBH1	Illumina;PacBio	1	2908404	361.0	The complete genome of Adlercreutzia sp. strain 8CFCBH1	PACBIO_SMRT	96.22	2.52	100.0	2020-03-02
SRR19820538	GCF_037966125.1	Aeribacillus sp. FSL k6-2211	2954608	PRJNA768416	SAMN29228760	PS01877			Illumina;ONT	1	4088156	431.7		OXFORD_NANOPORE	99.35	0.32	100.0	2024-04-06
SRR21416140	GCF_037966125.1	Aeribacillus sp. FSL k6-2211	2954608	PRJNA768416	SAMN29228760	PS01877			Illumina;ONT	1	4088156	431.7		OXFORD_NANOPORE	99.35	0.32	100.0	2024-04-06
SRR19820535	GCF_037965815.1	Aeribacillus sp. FSL K6-2833	2954611	PRJNA768416	SAMN29228763	PS01880			Illumina;ONT	1	3989418	321.7		OXFORD_NANOPORE	99.35	0.32	100.0	2024-04-06
SRR21416137	GCF_037965815.1	Aeribacillus sp. FSL K6-2833	2954611	PRJNA768416	SAMN29228763	PS01880			Illumina;ONT	1	3989418	321.7		OXFORD_NANOPORE	99.35	0.32	100.0	2024-04-06
SRR19820649	GCF_037963925.1	Aeribacillus sp. FSL K6-8210	2954683	PRJNA768416	SAMN29228835	PS01971			Illumina;ONT	1	4042941	816.7		OXFORD_NANOPORE	99.35	0.65	100.0	2024-04-06
SRR21415683	GCF_037963925.1	Aeribacillus sp. FSL K6-8210	2954683	PRJNA768416	SAMN29228835	PS01971			Illumina;ONT	1	4042941	816.7		OXFORD_NANOPORE	99.35	0.65	100.0	2024-04-06
SRR3114698	GCF_001543175.1	Aerococcus urinae	1376	PRJNA308559	SAMN04419113	ASM154317v1	CCUG 36881	CCUG 36881	Illumina;PacBio	1	1974262	594.0		PACBIO_SMRT	97.67	2.68	77.10844	2016-02-01
SRR3114710	GCF_001543285.1	Aerococcus viridans	1377	PRJNA308559	SAMN04419116	ASM154328v1	CCUG4311	CCUG4311	Illumina;PacBio	1	2199877	486.0		PACBIO_SMRT	98.01	0.66	100.0	2016-02-01
SRR25626968	GCF_028736295.1	Aeromonas dhakensis	196024	PRJNA933921	SAMN33261634	ASM2873629v1	PSKL.DM	PSKL.DM	Illumina;ONT	1	4820799	311.0		OXFORD_NANOPORE	99.96	0.15	100.0	2023-02-19
SRR19807560	GCF_024112375.1	Aeromonas encheleia	73010	PRJNA852219	SAMN29267038	ASM2411237v1	SOD01	SOD01	Illumina;PacBio	1	4450115	456.0		PACBIO_SMRT	99.45	1.21	100.0	2022-07-01
SRR16251444	GCF_019930825.1	Aeromonas enteropelogenes	29489	PRJNA231221	SAMN20888876	ASM1993082v1	FDAARGOS_1459	FDAARGOS_1459	Illumina;PacBio	1	4416959	1466.1		PACBIO_SMRT	99.35	0.97	94.73684	2021-09-12
SRR20950142	GCF_022631175.1	Aeromonas hydrophila	644	PRJNA812366	SAMN26377314	ASM2263117v1	AC185	AC185	PacBio	1	4963702	203.0		PACBIO_SMRT	99.3	1.78	97.17314	2022-03-20
SRR25905145	GCF_028736275.2	Aeromonas hydrophila subsp. hydrophila	196023	PRJNA933919	SAMN33261633	ASM2873627v2	PSKL.DP	PSKL.DP	Illumina;ONT	1	4844288	313.0		OXFORD_NANOPORE	98.99	1.41	93.992935	2023-04-07
SRR15173281	GCF_020149575.1	Aeromonas rivuli	648794	PRJNA747139	SAMN20256631	ASM2014957v1	20-VB00005	20-VB00005	Illumina;ONT	1	4357928	74.0		OXFORD_NANOPORE	97.21	1.05	100.0	2021-09-27
SRR6635822	GCF_002934285.1	Aeromonas sp. ASNIH1	1636606	PRJNA430813	SAMN03455980	ASM293428v1	ASNIH1	ASNIH1	PacBio	3	5079402	185.0		PACBIO_SMRT	99.55	1.2	100.0	2018-02-06
SRR6635820	GCF_002934285.1	Aeromonas sp. ASNIH1	1636606	PRJNA430813	SAMN03455980	ASM293428v1	ASNIH1	ASNIH1	PacBio	3	5079402	185.0		PACBIO_SMRT	99.55	1.2	100.0	2018-02-06
SRR15076581	GCF_019046925.1	Aeromonas sp. FDAARGOS 1402	2778051	PRJNA231221	SAMN16357544	ASM1904692v1	FDAARGOS 1402	FDAARGOS 1402	Illumina;PacBio	4	4922539	1445.5		PACBIO_SMRT	99.68	2.1	100.0	2021-06-28
SRR15079688	GCF_019047325.1	Aeromonas sp. FDAARGOS 1403	2778052	PRJNA231221	SAMN16357545	ASM1904732v1	FDAARGOS 1403	FDAARGOS 1403	Illumina;PacBio	1	4819779	1494.6		PACBIO_SMRT	99.96	0.45	100.0	2021-06-28
SRR15079695	GCF_019047085.1	Aeromonas sp. FDAARGOS 1404	2778053	PRJNA231221	SAMN16357546	ASM1904708v1	FDAARGOS 1404	FDAARGOS 1404	Illumina;PacBio	1	4738672	2005.9		PACBIO_SMRT	99.74	0.68	100.0	2021-06-28
SRR15076625	GCF_019048265.1	Aeromonas sp. FDAARGOS 1405	2778054	PRJNA231221	SAMN16357547	ASM1904826v1	FDAARGOS 1405	FDAARGOS 1405	Illumina;PacBio	3	4614193	1289.5		PACBIO_SMRT	99.46	0.76	100.0	2021-06-28
SRR15076628	GCF_019048565.1	Aeromonas sp. FDAARGOS 1406	2778055	PRJNA231221	SAMN16357548	ASM1904856v1	FDAARGOS 1406	FDAARGOS 1406	Illumina;PacBio	1	4645825	1575.0		PACBIO_SMRT	98.86	0.81	100.0	2021-06-28
SRR15076632	GCF_019048725.1	Aeromonas sp. FDAARGOS 1407	2778056	PRJNA231221	SAMN16357549	ASM1904872v1	FDAARGOS 1407	FDAARGOS 1407	Illumina;PacBio	2	4701520	1692.1		PACBIO_SMRT	99.16	0.73	100.0	2021-06-28
SRR15079693	GCF_019048665.1	Aeromonas sp. FDAARGOS 1408	2778057	PRJNA231221	SAMN16357550	ASM1904866v1	FDAARGOS 1408	FDAARGOS 1408	Illumina;PacBio	1	4844434	1324.4		PACBIO_SMRT	99.96	0.41	100.0	2021-06-28
SRR15079697	GCF_019048705.1	Aeromonas sp. FDAARGOS 1409	2778058	PRJNA231221	SAMN16357551	ASM1904870v1	FDAARGOS 1409	FDAARGOS 1409	Illumina;PacBio	1	4377952	1064.2		PACBIO_SMRT	99.08	1.42	100.0	2021-06-28
SRR15079699	GCF_019048745.1	Aeromonas sp. FDAARGOS 1410	2778059	PRJNA231221	SAMN16357552	ASM1904874v1	FDAARGOS 1410	FDAARGOS 1410	Illumina;PacBio	2	4510294	2241.6		PACBIO_SMRT	98.93	0.63	100.0	2021-06-28
SRR15076584	GCF_019047125.1	Aeromonas sp. FDAARGOS 1411	2778060	PRJNA231221	SAMN16357553	ASM1904712v1	FDAARGOS 1411	FDAARGOS 1411	Illumina;PacBio	1	4539453	1404.0		PACBIO_SMRT	99.74	0.45	100.0	2021-06-28
SRR15076596	GCF_019047065.1	Aeromonas sp. FDAARGOS 1414	2778063	PRJNA231221	SAMN16357556	ASM1904706v1	FDAARGOS 1414	FDAARGOS 1414	Illumina;PacBio	1	4493834	1445.8		PACBIO_SMRT	99.74	0.15	100.0	2021-06-28
SRR15076597	GCF_019048365.1	Aeromonas sp. FDAARGOS 1415	2778064	PRJNA231221	SAMN16357557	ASM1904836v1	FDAARGOS 1415	FDAARGOS 1415	Illumina;PacBio	2	4346429	911.8		PACBIO_SMRT	98.97	1.15	100.0	2021-06-28
SRR15076629	GCF_019048085.1	Aeromonas sp. FDAARGOS 1416	2778065	PRJNA231221	SAMN16357558	ASM1904808v1	FDAARGOS 1416	FDAARGOS 1416	Illumina;PacBio	1	4518831	1254.8		PACBIO_SMRT	99.74	0.67	100.0	2021-06-28
SRR15079691	GCF_019046985.1	Aeromonas sp. FDAARGOS 1417	2778066	PRJNA231221	SAMN16357559	ASM1904698v1	FDAARGOS 1417	FDAARGOS 1417	Illumina;PacBio	2	4793224	1514.1		PACBIO_SMRT	99.71	0.65	100.0	2021-06-28
SRR15076623	GCF_019048585.1	Aeromonas sp. FDAARGOS 1418	2778067	PRJNA231221	SAMN16357560	ASM1904858v1	FDAARGOS 1418	FDAARGOS 1418	Illumina;PacBio	1	4454045	1310.6		PACBIO_SMRT	99.89	0.45	100.0	2021-06-28
SRR15079701	GCF_019047045.1	Aeromonas sp. FDAARGOS 1419	2778068	PRJNA231221	SAMN16357561	ASM1904704v1	FDAARGOS 1419	FDAARGOS 1419	Illumina;PacBio	1	4588770	1297.2		PACBIO_SMRT	99.96	0.2	100.0	2021-06-28
SRR16201921	GCF_020172765.2	Aeromonas veronii	654	PRJNA762937	SAMN21418941	ASM2017276v2	SW3814	SW3814	Illumina;ONT	3	4844293	53.8		OXFORD_NANOPORE	99.05	2.45	80.46272	2022-01-25
DRR508925	GCF_037076485.1	Agarivorans sp. OAG1	3082387	PRJDB14979	SAMD00652696	ASM3707648v1	OAG1	OAG1	Other;ONT	1	4773722			OXFORD_NANOPORE	99.32	1.56	100.0	2024-04-05
SRR14074357	GCF_017798005.1	Aggregatibacter sp. 2125159857	2820817	PRJNA716419	SAMN18435607	ASM1779800v1	2125159857	2125159857	Illumina;ONT	1	1999512	183.0		OXFORD_NANOPORE	99.26	0.06	100.0	2021-04-06
SRR23754108	GCF_005144435.2	Agrobacterium leguminum	2792015	PRJNA534387	SAMN11489447	ASM514443v2	CFBP4996	CFBP4996	Illumina;ONT	6	6276641	227.8		OXFORD_NANOPORE	99.78	2.14	100.0	2023-04-17
SRR15342210	GCF_025560665.1	Agrobacterium pusense	648995	PRJNA561159	SAMN12610078	ASM2556066v1	CC001	CC001	Illumina;ONT	5	5560418	119.9		OXFORD_NANOPORE	99.77	0.44	87.03704	2022-10-04
SRR22212336	GCF_001692275.2	Agrobacterium sp. 13-2099-1-2	1841651	PRJNA319063	SAMN04901292	ASM169227v2	13-2099-1-2	13-2099-1-2	Illumina;ONT	5	5686477	191.2		OXFORD_NANOPORE	99.87	1.33	100.0	2022-12-15
SRR9136346	GCF_004328495.1	Agrobacterium sp. 33MFTa1.1	1279031	PRJNA523206	SAMN10967130	ASM432849v1	33MFTa1.1	33MFTa1.1	Illumina;ONT	3	5337328	215.0		OXFORD_NANOPORE	99.6	0.42	100.0	2019-03-06
SRR9136339	GCF_004328495.1	Agrobacterium sp. 33MFTa1.1	1279031	PRJNA523206	SAMN10967130	ASM432849v1	33MFTa1.1	33MFTa1.1	Illumina;ONT	3	5337328	215.0		OXFORD_NANOPORE	99.6	0.42	100.0	2019-03-06
SRR9136341	GCF_004328495.1	Agrobacterium sp. 33MFTa1.1	1279031	PRJNA523206	SAMN10967130	ASM432849v1	33MFTa1.1	33MFTa1.1	Illumina;ONT	3	5337328	215.0		OXFORD_NANOPORE	99.6	0.42	100.0	2019-03-06
SRR9136344	GCF_004328495.1	Agrobacterium sp. 33MFTa1.1	1279031	PRJNA523206	SAMN10967130	ASM432849v1	33MFTa1.1	33MFTa1.1	Illumina;ONT	3	5337328	215.0		OXFORD_NANOPORE	99.6	0.42	100.0	2019-03-06
SRR10428552	GCF_009650195.1	Agrobacterium sp. MA01	2664893	PRJNA587565	SAMN13193765	ASM965019v1	MA01	MA01	Illumina;PacBio	3	5037217	200.0		PACBIO_SMRT	97.96	0.87	100.0	2019-11-12
SRR3880380	GCF_001713475.1	Agrobacterium sp. RAC06	1842536	PRJNA319838	SAMN04909720	ASM171347v1	RAC06	RAC06	PacBio	2	4964647	329.0		PACBIO_SMRT	98.12	0.59	100.0	2016-08-25
SRR13997403	GCF_019355535.1	Agrobacterium sp. S7/73	2820002	PRJNA715259	SAMN18342115	ASM1935553v1	S7/73	S7/73	ONT	5	6359424	239.4		OXFORD_NANOPORE	99.52	1.37	100.0	2021-07-27
DRR198111	GCF_009731575.1	Akkermansia muciniphila	239935	PRJDB8988	SAMD00192834	ASM973157v1	JCM 30893	JCM 30893	Illumina;PacBio	2	2878459	402.0	A_muchiniphila_JCM30893	PACBIO_SMRT	100.0	0.35	100.0	2019-11-28
DRR179484	GCF_006542665.1	Alistipes communis	2585118	PRJDB8150	SAMD00166231	Acom_1.0	5CBH24	5CBH24	Illumina;PacBio	1	3301347	450.0	missing	PACBIO_SMRT	95.52	1.47	95.918365	2019-06-12
DRR179488	GCF_006542745.1	Alistipes communis	2585118	PRJDB8150	SAMD00166235	6CPBBH3	6CPBBH3	6CPBBH3	Illumina;PacBio	1	3302129	500.0	missing	PACBIO_SMRT	95.62	1.77	100.0	2019-06-12
DRR179485	GCF_006542685.1	Alistipes dispar	2585119	PRJDB8150	SAMD00166232	Adis_1.0	5CPEGH6	5CPEGH6	Illumina;PacBio	1	2962376	800.0	missing	PACBIO_SMRT	95.37	2.29	90.0	2019-06-12
DRR307155	GCF_022846055.1	Alistipes finegoldii	214856	PRJDB11902	SAMD00389901	ASM2284605v1	CE91-St15	CE91-St15	Illumina;PacBio	1	4117255	797.0	Isolate bacteria and archaea from a Japanese centenarian	PACBIO_SMRT	98.46	1.46	85.2459	2022-02-04
SRR15171168	GCF_025144665.1	Alistipes ihumii AP11	1211813	PRJNA746600	SAMN20222633	ASM2514466v1	AP11	AP11	Illumina;ONT	1	2780015	100.0		OXFORD_NANOPORE	95.77	1.7	96.666664	2022-09-12
DRR218311	GCF_014163495.1	Alistipes indistinctus	626932	PRJDB9565	SAMD00216626	ASM1416349v1	2BBH45	2BBH45	Illumina;PacBio	2	3095585	196.0	The complete sequence of Alistipes indistinctus strain 2BBH45	PACBIO_SMRT	98.46	0.6	84.61539	2020-08-05
SRR15171167	GCF_025144995.1	Alistipes indistinctus YIT 12060	742725	PRJNA746600	SAMN20222634	ASM2514499v1	YIT 12060	YIT 12060	Illumina;ONT	1	2857445	100.0		OXFORD_NANOPORE	98.46	0.3	84.61539	2022-09-12
DRR307112	GCF_022845675.1	Alistipes onderdonkii	328813	PRJDB11902	SAMD00389858	ASM2284567v1	CE91-St18	CE91-St18	Illumina;PacBio	1	3812179	252.0	Isolate bacteria and archaea from a Japanese centenarian	PACBIO_SMRT	98.61	0.3	89.20863	2022-02-04
SRR15171166	GCF_025145285.1	Alistipes onderdonkii	328813	PRJNA746600	SAMN20222635	ASM2514528v1	DSM 19147	DSM 19147	Illumina;ONT	1	3869542	100.0		OXFORD_NANOPORE	98.61	0.3	89.20863	2022-09-12
SRR15171326	GCF_025145845.1	Alistipes shahii WAL 8301	717959	PRJNA746600	SAMN20222638	ASM2514584v1	WAL 8301	WAL 8301	Illumina;ONT	1	3809618	100.0		OXFORD_NANOPORE	96.57	2.52	98.75	2022-09-12
SRR18516661	GCF_022812285.1	Alkalihalobacillus sp. LMS39	2924032	PRJNA813594	SAMN26511155	ASM2281228v1	LMS39	LMS39	Illumina;ONT	1	4850562	800.0		OXFORD_NANOPORE	99.35	1.6	100.0	2022-04-04
SRR26378203	GCF_032810065.1	Alloalcanivorax xenomutans	1094342	PRJNA1025036	SAMN37711658	ASM3281006v1	GOM8	GOM8	Illumina;ONT	1	4528424	230.0		OXFORD_NANOPORE	99.54	1.89	100.0	2023-10-18
SRR26882392	GCF_032680905.1	Alloalcanivorax xenomutans	1094342	PRJNA1023720	SAMN37670476	ASM3268090v1	HF-10	HF-10	Other;ONT	1	4761538	39.0		OXFORD_NANOPORE	99.54	1.83	100.0	2023-10-15
SRR11306710	GCF_009664835.1	Allosaccharopolyspora coralli	2665642	PRJNA588104	SAMN13227472	ASM966483v1	E2A	E2A	PacBio	1	4832009	77.2		PACBIO_SMRT	100.0	1.04	100.0	2019-11-17
SRR26327166	GCF_032925565.1	Alteromonas sp. CI.11.F.A3	3079555	PRJNA1022162	SAMN37594963	ASM3292556v1	CI.11.F.A3	CI.11.F.A3	ONT	1	4662912	63.0		OXFORD_NANOPORE	99.03	1.93	100.0	2023-10-23
SRR12697331	GCF_014843375.1	Aminobacter sp. SR38	2774562	PRJNA664737	SAMN16231216	ASM1484337v1	SR38	SR38	Illumina;ONT	9	7367353	290.0		OXFORD_NANOPORE	99.95	1.61	100.0	2020-10-05
SRR12367305	GCF_018736145.1	Amycolatopsis sp. CA-230715	2745196	PRJNA639419	SAMN15236371	ASM1873614v1	CA-230715	CA-230715	Illumina;PacBio;ONT	2	10375238	300.0		PACBIO_SMRT	99.01	2.54	100.0	2021-06-07
SRR12367307	GCF_018736145.1	Amycolatopsis sp. CA-230715	2745196	PRJNA639419	SAMN15236371	ASM1873614v1	CA-230715	CA-230715	Illumina;PacBio;ONT	2	10375238	300.0		OXFORD_NANOPORE	99.01	2.54	100.0	2021-06-07
SRR13182559	GCF_016889705.1	Amycolatopsis sp. FDAARGOS 1241	2778070	PRJNA231221	SAMN16357383	ASM1688970v1	FDAARGOS_1241	FDAARGOS_1241	Illumina;PacBio	2	9798102	670.7		PACBIO_SMRT	98.83	2.63	100.0	2021-02-15
SRR17709479	GCF_021903635.1	Amycolatopsis sp. FU40	2914159	PRJNA799636	SAMN25183888	ASM2190363v1	FU40	FU40	Illumina;ONT	3	10137108	47.0		OXFORD_NANOPORE	99.06	2.78	100.0	2022-02-03
SRR21630127	GCF_036116635.1	Amycolatopsis sp. NBC_00345	2975955	PRJNA747871	SAMN30553023	ASM3611663v1	NBC_00345	NBC_00345	ONT	1	10547576	145.0		OXFORD_NANOPORE	98.62	2.56	100.0	2024-01-25
SRR21563364	GCF_036114655.1	Amycolatopsis sp. NBC_00348	2975956	PRJNA747871	SAMN30553025	ASM3611465v1	NBC_00348	NBC_00348	ONT	1	10715389	51.0		OXFORD_NANOPORE	98.52	2.62	100.0	2024-01-25
SRR21563365	GCF_036114655.1	Amycolatopsis sp. NBC_00348	2975956	PRJNA747871	SAMN30553025	ASM3611465v1	NBC_00348	NBC_00348	ONT	1	10715389	51.0		OXFORD_NANOPORE	98.52	2.62	100.0	2024-01-25
SRR21630120	GCF_036104975.1	Amycolatopsis sp. NBC_00355	2975957	PRJNA747871	SAMN30553030	ASM3610497v1	NBC_00355	NBC_00355	ONT	1	10475789	139.0		OXFORD_NANOPORE	98.33	2.24	100.0	2024-01-25
SRR21630324	GCF_036026695.1	Amycolatopsis sp. NBC_00438	2903558	PRJNA747871	SAMN24016221	ASM3602669v1	NBC_00438	NBC_00438	ONT	1	10417451	12.0		OXFORD_NANOPORE	98.66	1.57	100.0	2024-01-25
SRR21696431	GCF_035982555.1	Amycolatopsis sp. NBC_01286	2903560	PRJNA747871	SAMN24016490	ASM3598255v1	NBC_01286	NBC_01286	ONT	2	10662691	50.0		OXFORD_NANOPORE	98.85	2.18	100.0	2024-01-22
SRR21696415	GCF_035975215.1	Amycolatopsis sp. NBC_01307	2903561	PRJNA747871	SAMN24016505	ASM3597521v1	NBC_01307	NBC_01307	ONT	1	11059676	71.0		OXFORD_NANOPORE	99.01	2.18	100.0	2024-01-22
SRR21696318	GCF_036227205.1	Amycolatopsis sp. NBC_01480	2903562	PRJNA747871	SAMN24016618	ASM3622720v1	NBC_01480	NBC_01480	ONT	2	10111527	20.0		OXFORD_NANOPORE	99.18	2.33	100.0	2024-01-25
SRR21696311	GCF_036227105.1	Amycolatopsis sp. NBC_01488	2903563	PRJNA747871	SAMN24016623	ASM3622710v1	NBC_01488	NBC_01488	ONT	1	9499283	19.0		OXFORD_NANOPORE	98.81	0.84	100.0	2024-01-25
SRR12329010	GCF_001866075.3	Anaerobacillus isosaccharinicus	1532552	PRJNA308645	SAMN04407006	ASM186607v3	NB2006	NB2006	Illumina;ONT	1	5227144	120.0		OXFORD_NANOPORE	98.58	1.85	100.0	2020-11-05
SRR25607822	GCF_030864025.1	Anaerostipes hadrus	649756	PRJNA999467	SAMN36735229	ASM3086402v1	BA1	BA1	Illumina;ONT	1	2946270			OXFORD_NANOPORE	98.75	1.98	100.0	2023-08-23
SRR25607821	GCF_030864045.1	Anaerostipes hadrus	649756	PRJNA999467	SAMN36735230	ASM3086404v1	GIF7	GIF7	Illumina;ONT	1	2907308			OXFORD_NANOPORE	98.75	1.98	100.0	2023-08-23
DRR457762	GCF_030296915.1	Anaerostipes hadrus ATCC 29173 = JCM 17467	649757	PRJDB15636	SAMD00592141	ASM3029691v1	JCM 17467		ONT	1	2804089	150.0		OXFORD_NANOPORE	98.12	1.98	86.48649	2023-04-15
SRR15244009	GCF_010669125.1	Ancylobacter pratisalsi	1745854	PRJNA605092	SAMN14048691	ASM1066912v1	DSM 102029	DSM 102029	PacBio	2	4778271	80.0		PACBIO_SMRT	98.42	1.97	100.0	2020-02-17
SRR12211926	GCF_009223885.1	Ancylobacter sp. TS-1	1850374	PRJNA577129	SAMN13019863	ASM922388v1	TS-1	TS-1	Illumina;PacBio	1	3963437	273.0		PACBIO_SMRT	99.0	0.32	100.0	2019-10-22
SRR12713672	GCF_018389385.1	Anthocerotibacter panamensis C109	2778476	PRJNA665722	SAMN16265294	ASM1838938v1	C109	C109	ONT	1	4187797	100.0		OXFORD_NANOPORE	96.32	1.49	100.0	2021-05-17
SRR13014167	GCF_011082725.1	Apibacter sp. B3706	2656760	PRJNA578212	SAMN13053030	ASM1108272v1	B3706	B3706	PacBio	1	2297680	348.5		PACBIO_SMRT	98.02	1.49	100.0	2020-03-09
SRR16004123	GCF_026428215.1	Apilactobacillus kunkeei	148814	PRJNA764829	SAMN21529763	ASM2642821v1	IBH001	IBH001	ONT	1	1562350	100.0		OXFORD_NANOPORE	97.88	1.31	100.0	2022-11-28
DRR328211	GCF_021654315.1	Aquipseudomonas alcaligenes	43263	PRJDB10089	SAMD00422603	ASM2165431v1	MRCP2	MRCP2	Illumina;ONT	2	4951975	129.0	Whole genome sequence of Pseudomonas sp.	OXFORD_NANOPORE	97.72	0.54	96.0	2021-11-23
DRR148418	GCF_002217795.2	Aquitalea magnusonii	332411	PRJDB5811	SAMD00080950	ASM221779v2	H3	H3	PacBio	1	4852135	198.0	Analysis of whole genome sequence of Aquitalea magnusonii H3	PACBIO_SMRT	99.59	1.17	100.0	2018-07-27
SRR11559465	GCF_012563545.1	Arcanobacterium buesumense	2722751	PRJNA616260	SAMN14485815	ASM1256354v1	2701	2701	Illumina;ONT	1	1941174	50.0		OXFORD_NANOPORE	99.05	0.95	100.0	2020-04-20
SRR24016856	GCF_029625435.1	Arcanobacterium canis	999183	PRJNA950321	SAMN33983789	ASM2962543v1	DSM 25104	DSM 25104	Illumina;ONT	1	1873758	24.0		OXFORD_NANOPORE	98.58	0.95	100.0	2023-04-09
SRR13679345	GCF_016904675.1	Arcanobacterium phocisimile	1302235	PRJNA701248	SAMN17856003	ASM1690467v1	DSM 26142	DSM 26142	Illumina;ONT	1	1988065	130.0		OXFORD_NANOPORE	99.05	0.95	100.0	2021-02-17
SRR20076306	GCF_023973165.1	Arcanobacterium pinnipediorum	1503041	PRJNA851267	SAMN29220662	ASM2397316v1	DSM 28752	DSM 28752	Illumina;ONT	1	1952277	44.0		OXFORD_NANOPORE	98.82	1.18	100.0	2022-06-28
SRR24017996	GCF_029632765.1	Arcanobacterium wilhelmae	1803177	PRJNA950366	SAMN33987071	ASM2963276v1	DSM 102162	DSM 102162	Illumina;ONT	1	2015622	17.0		OXFORD_NANOPORE	98.54	0.95	100.0	2023-04-10
SRR7205491	GCF_003258705.1	Arcticibacterium luteifluviistationis	1784714	PRJNA471374	SAMN09208224	ASM325870v1	SM1504T	SM1504T	Illumina;PacBio	1	5379839	285.0		PACBIO_SMRT	98.55	0.61	100.0	2018-06-20
SRR15429008	GCF_018128945.1	Aristaeella hokkaidonensis	3046382	PRJNA695064	SAMN18022257	ASM1812894v1	R-7	R-7	ONT	1	3390518	373.0		OXFORD_NANOPORE	95.61	1.17	100.0	2021-04-22
SRR15428981	GCF_018118585.1	Aristaeella lactis	3046383	PRJNA695064	SAMN18022157	ASM1811858v1	WTE2008	WTE2008	Illumina;ONT	2	3450610	449.0		OXFORD_NANOPORE	96.46	0.29	100.0	2021-04-21
SRR24489328	GCF_029906405.1	Arsenophonus apicola	2879119	PRJNA956975	SAMN34258720	ASM2990640v1	aApi_AU	aApi_AU	Illumina;ONT	6	3274406	300.0		OXFORD_NANOPORE	98.86	1.4	100.0	2023-04-30
SRR24489322	GCF_029873495.1	Arsenophonus nasoniae	638	PRJNA956975	SAMN34236251	ASM2987349v1	aPv	aPv	Illumina;ONT	19	4296919	153.0		OXFORD_NANOPORE	99.21	1.64	85.71429	2023-04-26
SRR24489321	GCF_029873475.1	Arsenophonus sp. aPb	3041619	PRJNA956975	SAMN34236252	ASM2987347v1	aPb	aPb	Illumina;ONT	5	3465850	83.0		OXFORD_NANOPORE	99.28	1.23	100.0	2023-04-26
SRR10504699	GCF_026427775.1	Arthrobacter sp. CDRTa11	2651199	PRJNA329466	SAMN12872866	ASM2642777v1	CDRTa11	CDRTa11	Illumina;ONT	1	5161232	158.0		OXFORD_NANOPORE	99.74	1.14	100.0	2022-11-28
SRR10064710	GCF_005937985.2	Arthrobacter sp. KBS0702	2578107	PRJNA539822	SAMN11620941	ASM593798v2	KBS0702	KBS0702	Illumina;ONT	1	3649547	20.0		OXFORD_NANOPORE	99.74	0.13	100.0	2019-07-31
SRR24498229	GCF_029690065.1	Arthrobacter sp. Y-9	3039385	PRJNA952331	SAMN34073266	ASM2969006v1	Y-9	Y-9	Illumina;PacBio	1	3573060	141.2		PACBIO_SMRT	99.5	0.18	100.0	2023-04-12
SRR22031414	GCF_025960325.1	Arthrobacter sp. YA7-1	2987701	PRJNA892289	SAMN31373663	ASM2596032v1	YA7-1	YA7-1	Illumina;ONT	3	4453085	241.6		OXFORD_NANOPORE	99.68	0.26	100.0	2022-11-02
DRR514966	GCF_037101385.1	Asticcacaulis sp. DW145	3095608	PRJDB17029	SAMD00659502	ASM3710138v1	DW145	DW145	PacBio	4	4253521	93.0		PACBIO_SMRT	98.16	2.2	100.0	2024-04-05
DRR505221	GCF_040369615.1	Atlantibacter hermannii	565	PRJDB16699	SAMD00646878	ASM4036961v1	VNF293	VNF293	Illumina;ONT	4	4696213	150.0		OXFORD_NANOPORE	100.0	0.21	100.0	2024-06-28
SRR24000766	GCF_029853715.1	Auritidibacter ignavus	678932	PRJNA949825	SAMN33960633	ASM2985371v1	BABAE-1	BABAE-1	Illumina;ONT	1	2776501	83.6		OXFORD_NANOPORE	95.84	0.92	100.0	2023-04-22
SRR24000762	GCF_029853735.1	Auritidibacter ignavus	678932	PRJNA949825	SAMN33960634	ASM2985373v1	BABAE-2	BABAE-2	Illumina;ONT	1	2698227	87.2		OXFORD_NANOPORE	95.84	0.92	100.0	2023-04-22
